artist,title,cleaned_lyrics,mood
Alka Yagnik,Tu Na Jaa Mere Baadshah,hoooo hoooo hoooo hoooo baadshah waade waada todd baadshah waade waada todd waapas aaunga x2 jaan chhod baadshah waade waada todd khuda waasta laut aana dekhungi raasta x2 waada x2 marr wapas aaunga baadshah waade waada tod baadshah maar daale furkat baadshah maar daale furkat waapas aaunga x2 waada hass rukhsad aa mehboob aa jaane jee bhar loon x2 tasweer x2 chahu aankhein zara band loon baadshah waade waada todd baadshah waade waada todd waapas aaunga x2 jaan chhod,Romantic
Alka Yagnik,Tu Muskura,ta masakara bha ha ta masakara ta dhapa taraha badana cha jara sharara masakarahata tara badana ma sanata ha ma ahata tara laba aka cha da apana laba jara ta masakara bha ha ta masakara sharara masakarahata tara badana ma sanata ha ma ahata tara kasa hata ha khayala ma akasara tajhaka sacha ta mahaka ha mara ma basa ha tara khashaba tajhaka cha la ta bahaka ha tara akha ma tara akha ma kai ta jada ha ta masakara bha ha ta masakara ta masakara bha ha ta masakara ta masakara ta dhapa taraha badana cha jara cha jara sharara masakarahata tara badana ma sanata ha ma ahata tara taja chalata ha havao sasa majhaka baha ma lapata chapala tara akha hasa laraya ma ma badana bacha da salala liketara akha ma tara akha ma kai ta nasha ha ta masakara pa ha ta masakara ta masakara bha ha ta masakara ta dhapa taraha badana cha jara sharara masakarahata tara badana ma sanata ha ma ahata tara,Romantic
Alka Yagnik,Man Basia,man basiya kanha rang rasiya kanha pawan prabhati jag jagaati bhavrein gunjan pankh pasaare udey pakheru sindoori sindoori aangan mangal mangal bela mangal saurabh saurabh bhuvan charno phool chadhaane aaayi radha mohan man basiya kanha rang rasiya kanha baawariya sudh budh bhooli mujhko laagi lagan dwaare sanjh sakaare naam japey mann tujhpe jeevan arpan charno phool chadhaane aaayi radha mohan man basiya kanha rang rasiya kanhayou likeembed,Romantic
Alka Yagnik,Yeh Rishta Kya Kehlata Hai (Title Track),chori chori sapno haa dil anjani dori bandha jaye vishvas gath bandhan janmo pawan bandhan pal jud rishta kehlata rishta kehlata rashmo kashmo dil balihari jaye jate paraye armano aangan jazbaat sangam aangan mehkata rishta kehlata rishta kehlata rishta kehlata haiyou likeembed,Romantic
Alka Yagnik,Idhar Chala Mein Udhar Chala,idhara chala ma udhara chala idhara chala ma udhara chala jana ma kadhara chala ara phasala tana kaya kaya idhara chala ma udhara chala jana ma kadhara chala ara phasala la tara saga ha chala nazara kasaka hama laga chalatachalata phasala hasahasa ma kaya haa hama badala kaya badala hama badala idhara chala ma udhara tama itana bhala ha kasa lae tama itana achacha ha isa lae kaya achacha ha tama kaya batau ma kacha kaya batau ma idhara chala ma udharayou likeembed,Happy
Alka Yagnik,Raghupati Raghav,raghupati raghav rajaram patit pavan sita ram raghupati raghav rajaram patit pavan sita ram raghupati raghav rajaram patit pavan sita ram raghupati raghav rajaram raja ram raja ram raghupati raghav rajaram raja ram raja ram raghupati raghav rajaram patit pavan sita ram raghupati raghav rajaram patit pavan sita ram ishwar allah tero naam sabko sanmati bhagwan raghupati raghav rajaram raja ram raja ram raghupati raghav rajaram raja ram raja ram raghupati raghav rajaram patit pavan sita ram raghupati raghav rajaram patit pavan sita ram raghupati raghav rajaram patit pavan sita ram raghupati raghav rajaram patit pavan sita ram raghupati raghav rajaram patit pavan sita ram likeraghupati raghav rajaram patit pavan sita ram raghupati raghav rajaram patit pavan sita ram raghupati raghav rajaram patit pavan sita ram raghupati raghav rajaram patit pavan sita ram raghupati raghav rajaram patit pavan sita ram raghupati raghav rajaram patit pavan sita ramembed,Calm
Alka Yagnik,Deewana Mujhe Kar Gaya,ooooo fariyaad khuda baadshah khuda gawaah hmmm hmmm waapas aaunga hmmm waada hmmm muqarr hmmm marr hmmm waada todd hmmm yoon chhod hmmm jaayega bewafaa oye losche oye losche x6 katt talwaar rukk deewar uttar maidaan nikal toofan jung lahu rang beh jaaye reh jaaye karishma dikha kahe marhaba duniya kahe x2 hazaaron ladaa akela baadshah x4 oooo deewana haaye jaana aana x2 ooo aayi yaad aa deewana baashah waade waada tod x2 waada x2 marr waapas aaunga aaaaaaaanaaaan,Romantic
Alka Yagnik,Agar Tum Saath Ho,pal bhar thahar jao dil sambhal jaye tumhe roka karoon taraf ata gham phisal jaye ankhon bharoon bin baatein tumse hobehti rehti neharein nadiya duniya duniya chahaton dhal jati hoon aadaton nazron sapne sapno narazi batein dil lafzon dhoke bazi fark bedard zindagi bedard hopalkein jhapakte din nikal jaye bethibethi bhaagi firoon taraf ata gham phisal jayе aankhon bharoon bin baatein tumsе karoon liketeri nazron sapne sapno narazi batein dil lafzon dhoke bazi fark bedard zindagi bedard haiagar dil sambhal jaye gham phisal jaye dil nikal jaaye gham fisal jayeembed,Sad
Alka Yagnik,Deewana,deewana deewana ban afsaana ban khabar jaane dil deewani deewana deewani deewana deewana deewana ban afsaana ban jadoo nigahon mujhpe asar jadoo nigahon mujhpe asar dil deewana wada jaan dil deewani deewana deewani deewana deewana deewana ban dhadkane sun dhadkano zubaan dhadkane sun dhadkano zubaan haseen nazara armaan jawan bin pal jeena faisla deewani deewana deewani deewana deewana deewana ban afsaana ban khabar jaane dil deewani deewana deewana gayaembed,Romantic
Alka Yagnik,Mujhko Mana Lena,jaana tumse rahun naraaj takk pahuche alfaaj mujhko lena bass mujhko lena mujhko lena bass mujhko lena jaana badle andaaj phir tumhe hak whi deke awaaj mujhko lena mujhko lena mujhko lena mujhko lena likeye duniya kahei yu chalta bass khwaaish ishq behta siva chahe aasmaan jameen jana shaam dhale bin subha lage rootha huwa saa din mujh bass mujh mujh bass mujh lamhe kehane lage milte rahen man aisaa mausam dooje mе jeete rahen mеra chahe darmiya khi jaana chodke jaun ga khu tumse lautke aaun ga mujhko sataa dena bass mujhko sataa dena mujhko sataa dena bass mujhko sataa dena mujhko lena bass mujhko lena mujhko lena mujhko lena,Romantic
Alka Yagnik,Badi Mushkil,ha kagana kagana kagana ha jhamaka jhamaka jhamaka ha payalaya payalaya ha kagana kagana kagana jhamaka jhamaka jhamaka payalaya payalaya chanaka chanaka bala chanaka chanaka bala ba.da mashakala baba ba.da mashakala gara gara gala pa ha kala kala tala ba.da mashakala baba ba.da mashakala tala pa ataka jae ashaka dala jara bacha rahana chalaya jara bacha rahana chalaya mara ada bha ha katala ba.da mashakala baba ba.da mashakala gara gara gala pa ha kala kala tala ba.da mashakala baba ba.da mashakala tala pa ataka jae ashaka dala ha ha kai majhaka chamaya kai majhaka nataka shahara shahara mara mabai barabaka saba majhasa mala mala baba mala mara ada bha ha katala ba.da mashakala baba ba.da mashakala gara gara gala pa ha kala kala tala likeba.da mashakala baba ba.da mashakala tala pa ataka jae ashaka dala jara bacha rahana chalaya jara bacha rahana chalaya mara ada bha ha katala ba.da mashakala baba ba.da mashakala gara gara gala pa ha kala kala tala ba.da mashakala baba ba.da mashakala tala pa ataka jae ashaka dala ha ha chala chala ina galaya chala chala raga ralaya lata la payasa bhavara khashaba mahaka kalaya naha chahata kabala naha chahata kabala mara ada bha ha katala ba.da mashakala baba ba.da mashakala gara gara gala pa ha kala kala tala ba.da mashakala baba ba.da mashakala tala pa ataka jae ashaka dala jara bacha rahana chalaya jara bacha rahana chalaya mara ada bha ha katala ba.da mashakala baba ba.da mashakala gara gara gala pa ha kala kala tala ba.da mashakala baba ba.da mashakala tala pa ataka jae ashaka dala ba.da mashakala baba ba.da mashakala gara gara gala pa ha kala kala tala ha ha ha aembed,Romantic
Alka Yagnik,Hum Tum,intro alka angelic sounds heeeeeee haaaaaaaa piano instrumental 10 sec intro babul saanson saanson dhalne zara intro alika hmmm hmmm hmmm la la la la chorus babul saanson saanson dhalne zara dheemi dhadkan badhne zara lamhon guzaarish paas aa jaaye verse alka aankhon hamko utarne zara baahon hamko pighalne zara chorus alka lamhon guzaarish paas aa jaaye babul saanson saanson dhalne zara likeverse babul salvatein karvatein fail jaaye kaajal term verse alka nazon guzarta khwaabon qaafila verse babul jismo ruho jalne zara sharmo haya machalne zara verse alka aa lamhon guzaarish paas aa jaaye chorus chorus babul saanson saanson dhalne zara verse alka chhoolon badan surila saaz vеrse babul andheren chhupе zulf kholo raat aazaad verse alka aanchal seene dhalne zara shabnam boonden fisalne zara chorus babul lamhon guzaarish paas aa jaaye chorus chorus babul saanson saanson dhalne zara chorus alka baahon hamko pighalne zara chorus babul lamhon guzaarish paas aa jaaye chorus violin instrumental 12 secs chorus alka tumembed,Romantic
Alka Yagnik,Hawa Ne Ye Paigham,aja aja aja aja hava pagama kasa daya ha hava pagama kasa daya ha hara ahata pa laga ta ha hava pagama kasa daya ha hava pagama kasa daya ha hara ahata pa laga ta ha hava pagama kasa daya ha aja aja aja aja majha ta yaqa ha inaha vadaya mara yara ta majhaka avaza daga ta.daga mara bharasa kabha bha majha baha ma ta thama laga tana jana kasa jada kaya ha tana jana kasa jada kaya ha hara ahata pa laga ta ha hava pagama kasa daya ha hava pagama kasa daya ha liketa.dapa mara dala kasa mada pa bha tajha eka pala chana lana daga uthaga sada mara dha.dakana mara baqarara va tajhasa kahaga kacha isa taraha mara dhadaka jaya ha kacha isa taraha mara dhadaka jaya ha hara ahata pa laga ta ha hava pagama kasa daya ha hava pagama kasa daya ha hara ahata pa laga ta ha hava pagama kasa daya ha aja aja aja aja aja aja aja aja aja aja aja aja,Romantic
Alka Yagnik,Dil Mein Hai Pyar Tera Hoton Pe Gitwa,gul bulbul bulbul sun baabul gul bulbul bulbul sun baabul dil pyaar hoton gitwa dil pyaar hoton gitwa jhoot kaat khaaye bichoowa rab kasam sach mitwa raab kasam sach mitwa jhoot kaat khaaye bichoowa gul bulbul bulbul sun baabul gul bulbul bulbul sun baabul jaldi doli mangwade aage chaahne gul bulbul bulbul sun baabul gul bulbul bulbul sun baabul panchi ud jaate saab pardesi mud jaate panchi ud jaate pardеsi mud jaate zara pyaar jaab dil jud jaatе dil pyaar hoton gitwa dil pyaar hoton gitwa jhoot kaat khaaye bichoowa gul bulbul bulbul sun baabul gul bulbul bulbul sun baabul mubarak shaadi band baaja ghode haathi mubarak shaadi band baja ghode haathi dulha dulhan jeevan saathi khaali baaraati dil pyaar hoton gitwa dil pyaar hoton gitwa jhoot kaat khaaye bichoowa dil pyaar hoton gitwa gul bulbul bulbul sun baabul gul bulbul bulbul sun baabul jaldi doli mangwade aage chaahne jaldi doli mangwade aage chaahne gul bulbul bulbul sun baabul gul bulbul bulbul sun baabul gul bulbul bulbul sun baabul gul bulbul bulbul sun baabul gul bulbul bulbul sun baabul gul bulbul bulbul sun baabul dil pyaar hoton gitwa jhoot kaat khaaye bichoowa dil pyaar hoton gitwaembed,Romantic
Alka Yagnik,Kuch Kuch Hota Hai (Sad) Cover by YolyBoy,closer smiled tama pasa ae masakarae closer smiled tama pasa ae masakarae dreams tamana jana kaya sapana dakhae closer smiled tama pasa ae masakarae dreams tamana jana kaya sapana dakhae heart wakes sleeps aba ta mara dala jaga sata ha kaya haya kachakacha hata ha kaya haya kachakacha hata ha closer smiled tama pasa ae masakarae dreams tamana jana kaya sapana dakhae heart wakes sleeps aba ta mara dala jaga sata ha likewhat kaya haya kachakacha hata ha kaya haya kachakacha hata ha kind feeling jana kasa ehasasa ha thirst quenched bajhata naha ha kaya payasa ha intoxication love kaya nasha isa payara started liking love majha pa sanama chana laga loses peace kai jana kaya chana khata ha kaya haya kachakacha hata ha kaya haya kachakacha hata ha results prayers bring kaya raga lai mara daa love happened ishaqa jana kasa haa peace restlessness bachanaya ma chana started coming jana kaya ana laga loneliness heart cherishes memories tanahai ma dala yada sajata ha kaya haya kachakacha hata ha kaya haya kachakacha hata ha closer smiled tama pasa ae masakarae dreams tamana jana kaya sapana dakhae closer smiled tama pasa ae masakarae dreams tamana jana kaya sapana dakhae heart wakes sleeps aba ta mara dala jaga sata ha kaya haya kachakacha hata ha kaya haya kachakacha hata ha,Sad
Alka Yagnik,Daiya Daiya Daiya Re,daya daya daya ra daya daya daya ra daya daya daya ra daya daya daya ra daya daya daya ra ashaqa mara tajhasa payara kaya ra daya daya daya ra daya daya daya ra daya daya daya ra daya daya daya ra akha chara chara izahara kaya ra daya daya daya ra daya daya daya ra daya daya daya ra daya daya daya ra ma nazara malau ta kasa malau majha sharama ana laga ha dakha ta tajhaka ta kasa bachae mara jana jana laga ha tara chahata ma chanakata ha jaya naga.da payala majha bakarara satana laga ha kaya ishaqa majhaka ghayala likedaya daya daya ra daya daya daya ra daya daya daya ra daya daya daya ra tara nama laka gazarata mara dana ta.dapa gazarata ha rata majha yada ata ha aba ta hamasha shararata bhara tara naya payasa baka mahababata ma shala laba pa bhadakata ha jae davana ba.da ha manau ta kasa mara dala dha.dakata ha jae daya daya daya ra daya daya daya ra daya daya daya ra daya daya daya ra tajhaka chaha tara dadara kaya ra daya daya daya ra daya daya daya ra daya daya daya ra daya daya daya ra ashaqa mara tajhasa payara kaya ra,Energetic
Alka Yagnik,Dilbar,dalabara dalabara ha dalabara dalabara dalabara dalabara ha dalabara dalabara hasha kabara ha kasa asara ha hasha kabara ha kasa asara ha tama malana bada dalabara tama malana bada dalabara darada ha chabhana ha kaya davanapana ha darada ha chabhana ha kaya davanapana ha tama malana bada dalabara ha tama malana bada dalabara dalabara dalabara ha dalabara dalabara dalabara dalabara ha dalabara dalabara ta mara kavaba ha ta mara dala qarara ta mara kavaba ha ta mara dala qarara dakha la janaemana dakha la basa eka bara chama la jasama hamanasha pasa chana kha ha kacha ta ha ha chana kha ha kacha ta ha ha tama malana bada dalabara ha tama malana bada dalabara likedalabara dalabara ha dalabara dalabara dalabara dalabara ha dalabara dalabara ishaqa bataba ha hasana mahaka bahara ishaqa bataba ha hasana mahaka bahara daraya kasa lae kasa lae aba itazara tatata ha badana kaya haa kaya payasa ma dhala ha ratadana jala ha payasa ma dhala ha ratadana jala ha tama malana bada dalabara ha tama malana bada dalabara hasha kabara ha kasa asara ha hasha kabara ha kasa asara ha tama malana bada dalabara ha tama malana bada dalabara darada ha chabhana ha kaya davanapana ha darada ha chabhana ha kaya davanapana ha tama malana bada dalabara ha tama malana bada dalabaraembed,Energetic
Amit Trivedi,Manja,ratha kaba laga kata pataga thamaga oo ha jajaba oo ha jajaba salajha laga ulajha rashata majha hmmhmm ha majha hmmhmm ha majha hmmhmm ha majha sai taqadara jaga daga kala abara bha jhaka daga oo ha jajaba oo ha jajaba salajha laga ulajha rashata majha hmmhmm ha majha hmmhmm ha majha hmmhmm ha majha rashata pakha hava daga rashata darada dava daga kabha hara kabha gama ta yara haga da pala mahama rashata dahalaza bha laghaga rashata laha bha ta magaga asa kabha mata kabha bha maga yara daga qaraba likebasara yara bala laga sai umamada jaga laga oo ha jajaba oo ha jajaba salajha laga ulajha rashata majha hmmhmm majha hmmhmm oo barafala akha ma paghala dakhaga hama kala chahara oo patharala sana ma ubala dakhaga hama lava gahara agana laga lagana laga tata tata jajaba tata magana laga lagana laga kala haga kaya da kasaka ha paravaha paravaha paravaha oo ratha kaba laga kata pataga thamaga oo ha jajaba oo ha jajaba salajha laga ulajha rashata majha hmmhmm majha hmmhmm majha hmmhmm majha,Calm
Amit Trivedi,Suno Aisha,kamaal bemisaal lajawab aisha haseen choo usko haseen sochti duniya kharaab aisha chahati rang zindagi bhar bhar nikli likhne kismat kisiki dhun aisha shauk zid humko suljaane uljane ghum aisha uljan door dikha humko suno aisha samjho aisha chahe chaho aisha koshish aisha suno aisha tumbhi samjho chahe chaho koshish karlo likebaton aa jaati jaati jazbaati samjho mohabbat rah pal diwaaani manmaani tumko duniya vuniya parwaah aisha lakhon dil jaake rukti ankhhon suno aisha samjho chahe chaho koshish karlo koiembed,Happy
Amit Trivedi,Meethi Boliyaan,lamhe alsaaye bharmaaye fiza sehme muskaate jaana kidhar jaane meethi boliyan sun aasmani rangon meethi boliyan sun bezubaani lamhon girte sambhalte chalte ladkhadaye honsla dagmagaye armaano patang udaayen udaayen zindagi hamen sohbaton nasha sohbatein yaaron zindagi hame hosh dava dua dua meethi boliyan sun aasmani rangon meethi boliyan sun bezubaani lamhon sapnon peechhe chale raahon yaadon pehra sulga sulga kaali raat kaali raat laayenge ujla savera ujla savera likegirte sambhalte chalte ladkhadaaye hausla dagmagaaye armaanon patang udaayein udaayein zindagi hamen sohbaton nasha sohbatein yaaron zindagi hame hosh dava dua dua meethi boliyan sun aasmani rangon meethi boliyan sun bezubaani lamhon kiembed,Calm
