artist,title,cleaned_lyrics,mood
AR Rahman,Yenga Pona Raasa,रसा बच सकते हैं आशा विशेषज्ञ रुकेंगे रसा बच सकते हैं आशा विशेषज्ञ रुकेंगे कांजी खेत आता मैं इसकी राह हूं नीयुम नानुम सेन्था नीयुम नानुम सेन्था वानम कोंडादुम अन्ता वानम कोंडादुम नीयुम नानुम सेन्था शुभ प्रभात मैं बहुत खुश हूं एन्ना सेया रासा गंदा रसा बच सकते हैं कालम एनक्कुल उरईयुथु सबसे सुन्दर चीज़ सुन्दर है आ मुगम आ उदल थेडुथु मैं एक अच्छा इंसान हूं. रसा बच सकते हैं नान एन्ना सेइया रासा रसा बच सकते हैं नान एन्ना सेइया रासा मैं अस्पताल हूँ. रसा बच सकते हैं आशा विशेषज्ञ रुकेंगे कांजी खेत आता मैं इसकी राह हूं नीयुम नानुम सेन्था नीयुम नानुम सेन्था मैं एक बच्चा हुँ अन्ता वानम कोंडादुम नीयुम नानुम सेन्था शुभ प्रभात मैं बहुत खुश हूं शब्द का अर्थ है? शब्द का अर्थ है?,Happy
AR Rahman,Girlfriend,"इन्द्रे इन्द्रे वेनम... पालपोअले पाधिनारिल एनाकोरु गर्लफ्रेंड वेनम इन्द्रु पुधिधागा अविझन्धा मलार पोआला एनाकोरु गर्लफ्रेंड वेनम मैं एक औरत हूँ, मैं एक औरत हूँ. मैं अपना एक मित्र हूं वियारवै वझिंधाल मज़्हेयिल नानाइंडहाल मुगाथाई मुगाथाल थुदाईक्कानुमाए मेरी प्रेमिका कुंवारी है मेरी प्रेमिका कुंवारी है गर्लफ्रेंड धनाए लड़कों में बढ़ावा अल्लावा? आपकी गर्लफ्रेंड पैसे की बर्बादी है? गर्लफ्रेंड वेनम वेनम पालपोअले... दोस्तों, बहुत बहुत बधाई मैं एक कवि हूं. इधायथिल इदामोन्द्रु पिडिक्कथान मैं सिनेमा हूँ. सरियाना कॉर्नर सीट थाडी बबल गम एक अच्छा विचार सेल फोन बिल याएरा जोक-आल धिनम कडिक्का एसएमएस अनुप्पा ठावै प्रेमिका धान मैं खाने नहीं हूं. एनाकोरु गर्लफ्रेंड वेनम मैं ही एकमात्र व्यक्ति हूं सकता हूं एनाकोरु गर्लफ्रेंड वेनम निलाविन नागालाई अराईक्कुल मझाइयाय मैं बहुत खुश हूं...! इन्नोरु निझालाय इरावल उयिराय इरुबाधु विरलाए इरुक्कानुमाए मेरी प्रेमिका कुंवारी है मेरी प्रेमिका कुंवारी है गर्लफ्रेंड धनाए लड़कों में बढ़ावा अल्लावा? आपकी गर्लफ्रेंड पैसे की बर्बादी है? गर्लफ्रेंड वेनम वेनम बाइक याएरी या सूत्र सेला मैं भी तुम्हारा इलाज करूंगा. ग्रीटिंग कार्ड कोदुक्कथान् हाहा...! एन्ड्राल केर्चिफ नीट्टा मैं...! एन्द्राल इदक्कन्नम कट्टा बाद में...! एन्द्रल थालाई मीधु कोट्टाथान पार्थाल बल्ब एरिया बार्बी डॉल पोआला पोनी टेलओडु थावै गर्लफ्रेंड धान गा गा... गर्लफ्रेंड धनाए लड़कों बढ़ावा देगी? आपकी गर्लफ्रेंड पैसे की बर्बादी है? गर्लफ्रेंड वेनम वेनम मेरी प्रेमिका कुंवारी है मेरी प्रेमिका कुंवारी है",Energetic
AR Rahman,Taxi taxi,"नान नान नान नान नान...ना कृपया आइए और टैक्सी लीजिए कृपया आइए और टैक्सी लीजिए एक समय था जब हम बहुत आसानी सवारी केवल हमने अपनी नई मारुति का उपयोग किया जब कोई शहरी लड़की पास गुज़रे ऊपर की ओर देखना बेल बेल तुम कहो अलविदा अलविदा अलविदा मिमी गठरी गठरी देखें मम्म ठीक मम्म ठीक मुहर मिमी गठरी गठरी देखें मम्म ठीक मम्म ठीक साआआआआआआआ... रासी रासी...नानबन किदैथल एलाम ओएसिस टैक्सी टैक्सिननबा ओरु इलावासा टैक्सी रासी रासी...नानबन किदैथल एलाम ओएसिस टैक्सी टैक्सिननबा ओरु इलावासा टैक्सी नहीं नहीं नहीं नहीं इल्लयाएल नान नान नान एंगू पोवथु आप सभी शुभकामनाएँ... रसिरासी...नानबन किदैथल एलाम ओएसिस टैक्सी टैक्सिननबा ओरु इलावासा टैक्सी... ओला ओला...नानबन किदैथल एल्लम ओएसिस ओह ओह ओह...ओह ओह ओह...ओह ओह ओह... हम मुस्कुराएंगे क्योंकि हमारे पास एक यात्रा लाल साड़ी वाली महिला साथ डिनर ज़ोर चिल्लाओ, कहो तुम बहुत प्यारे हम मुस्कुराएंगे क्योंकि हमें यात्रा करनी लाल साड़ी वाली महिला साथ डिनर ओह ओह ओह एन थावरै नी मरैथाई मैं एक साधु हूं. मैं बहुत खुश व्यक्ति हूं माफ़ करें... शब्द का अर्थ है? आझुम पोथु कदन थान्थु इलैपारा माडी थान्थु एनाकेना शब्द का अर्थ है? रसिरासी...नानबन किदैथल एलाम ओएसिस टैक्सी टैक्सिननबा ओरु इलावासा टैक्सी... नान नान नान नान नान...ना ऊपर ... थिलाना थिलाना थिमिरु पुडिचा थिलाना... अंबा नान अंबा नान एक नायक नान है कल्ला थानम थेरियदु... अद्भुत दिन है... नन नन थेरियाथु एक खूबसूरत जगह है मैं एक बच्चा हुँ... नल्ला पजहम किदयाथु ज्ञान पझम किदयाथु मैं ननबन नहीं हूं. रसिरासी...नानबन किदैथल एलाम ओएसिस टैक्सी टैक्सिननबा ओरु इलावासा टैक्सी... नीया नीया नीया नीया नीया इल्लयाएल और और और और और और एन्गु पोवाथु थोआल साया थोआल इल्लायेल एन वाज़्खई एन्नावथु...एन्नावथु...एन्नावथु... नाना नाना नाना नाना टैक्सी टैक्सीअद्भुत टैक्सी... टैक्सी टैक्सी...रासी रासी...रैप ऐ जास्थी... टैक्सी टैक्सी...उह हे...उह हेयाहहा...हा टैक्सी टैक्सी...लहर बनाओ...आवाज़ बनाओ... टैक्सी टैक्सी...कुंभकुमेंगुम शहर शहर थिनम थिनम एंगल टायर काची ग्रुप बॉयज नांगल सड़कों का राजा जीवित लोग इकट्ठा जाओ, हर कोई मेरा अनुसरण करता है... जब तुम पास गुजरो ऊपर की ओर दोस्त थावीरा दोस्त थावीरा हर समय साथ रहते हैं गोली सोडा पिज्जा उन्हें अवश्य पूछना चाहिए क्यों? मिमी गठरी गठरी देखें मम्म ठीक मम्म ठीक मुहर मिमी गठरी गठरी देखें मम्म ठीक मम्म ठीक साआआआआआआआ...",Energetic
AR Rahman,Mayya,हां हां हां नील् समुन्दर् नील् समुन्दर् रेथ् साहिल् हून् रेथ् साहिल् हून् आघोश् देर् प्यासि हून् सौद्स रात् कौदि चान्द् चाहे चूम् तुम चाँद हो. सौद्स रात् कौदि चान्द् चाहे चूम् तुम चाँद हो. चान्द् कश्थि पार् उतर्न हल्के हल्के खेन चाक है? गुलाबी नहीं है? समुद्र की ओर समुद्र की ओर प्रभु पापों लिए क्षमा करें दर्दोन् मारेय् चुन्ले गुलाबी नहीं है? समुद्र की ओर समुद्र की ओर प्रभु पापों लिए क्षमा करें दर्दोन् मारेय् चुन्ले आब् नील् समुन्देर् जागे आगोश मेलेकर साहिल लेह्राथा मस्ति मेह्ताब् चेह्र चूम्थन् सीने सासेइन् भर् लेति हून् कर्वत् कर्वत् तुझ् लिपत्कर् रात् बसर्कर् लेथि हून् माया आया माया माय मशरूम इस समुद्र उथता धुवान् माया माया माया माया दीवर् लिख्था धुवान् हीरा हीरा साधारण सा दिखने वाला अत्यधिक योग्य व्यक्ति धुवाँ खाने की हिम्मत चुड़ैल चुड़ैल शराब हाँ हाँ हाँ हाँ हाँ सौदा रात् का कौदि चान्द् चाहे चूम् तुम चाँद हो. मेघ् कश्थि पार् उतर्न हल्के हल्के खेन चाकयुक्त भोजन मय्या मय्या आले आहे आहे अहमय्या मय्या एले अहे अहे अहे अहे अहे वरिय वरिय मय्या मय्या आले आहे आहे अहमय्या मय्या एले अहे अहे अहे अहे अहे वरिय वरिय,Energetic
AR Rahman,Nenjae Yezhu,"अयिरम सुरियाँ सुत्तलुम करुणायिन वर्णम करिन्थालुम मैं बहुत खुश व्यक्ति हूं मनिथन अनबाई मरनथालम हम एक दूसरे जानते हैं शब्द का अर्थ है? बस ही बस ही बस ही बस ही बस ही बस ही बस ही बस ही बस ही बस ही कथल एंड्रम अझिवाथिल्लई इरुवर वानं वैर एन्ड्रालुम मैं अच्छा व्यक्ति नहीं हूं. परुवंगल उरुवम मरीनालुम कुज़ंथाई सिरिका मरंथालुम दुनिया की सबसे खूबसूरत चीज़ मैं एक अजनबी हूं. बस ही बस ही बस ही बस ही बस ही बस ही बस ही बस ही बस ही बस ही कथल एन्ड्रुम अझिवाथिल्लई मैं एक साधु हूं, मैं एक साधु हूं पुथिथाई पिरापाई वाझी एंगुम अन मुन पोओ मझाई सबसे महत्वपूर्ण बात खुश रहना है सबसे सुन्दर चीज़ सबसे सुन्दर चीज़ है बस ही बस ही बस ही बस ही बस ही बस ही बस ही बस ही बस ही बस ही कथल एन्ड्रुम अझिवाथिल्लई मैं एक शूरियान हूं करुणायिन वर्णम करिन्थालुम हम एक दूसरे जानते हैं कितनी सुन्दर कहानी है... बस ही बस ही बस ही बस ही बस ही बस ही बस ही बस ही बस ही बस ही कथल एन्ड्रुम अझिवाथिल्लई",Romantic
AR Rahman,Naan Yen,"पाचा यावुम पावा करुवल्ला मैं आपसे मिलकर बहुत खुश हूं मूंग दाल मूंग दाल समान ही है कन्ननकरु मेगम थान आपका स्वागत है, कृपया आइए और हमसे मिलिए ओरु ऊरिल ओरु कुदिसा नाधियोरम पाचा मरम पाला वरिसा कल्लमिल्ला वेल्लंधिया ऊरु सनम इरुंधधे ओहहारिरो आलिरो आलिरो आलिरो आरिल्लो आरिल्लो आरिल्लो आलंगाथु ओसाइयिला मोथा सनम थुकाथुला बूमि रोम्बा थुराथुला आओ और करनाथा का भ्रमण करो येन पिरंधई येन पिरंधई येन पिरंधई नान येन पिरांधेन कैन और थिरंधेन ""एनके"" शब्द का अर्थ है? इराईवन पडैपिल एथुवुम अझागु और अरियथे सकते हैं नान येन पिरांधेन कैन और थिरंधेन ""एनके"" शब्द का अर्थ है? पाचा यावुम पावा करुवल्ला मैं आपसे मिलकर बहुत खुश हूं मूंग दाल मूंग दाल समान ही है कन्ननकरु मेगम थान आपका स्वागत है, कृपया आइए और हमसे मिलिए नान येन पिरान्थेन कैन और थिरंधेन ""एनके"" शब्द का अर्थ है? आओ, आओ, आओ सुबह की धूप में आओ, आओ, आओ इन सेइवारो सोल सोल सोल ""पिरान्थेनकन"" शब्द का अर्थ है? ""पिरान्थेनकन"" शब्द का अर्थ है? ""पिरान्थेनकन"" शब्द का अर्थ है? ""एनके"" शब्द का अर्थ है?",Romantic
AR Rahman,Chinnamma Chilakkamma,"चिन्नम्मा चिलक्कम्मा चूडू चूडू चोदो सीताम्मा बुज्जम्मा जाओ जाओ जाओ चिन्नम्मा चिलक्कम्मा चूडू चूडू चोदो सीताम्मा बुज्जम्मा जाओ जाओ जाओ भगवान भगवान [चिन्नम्मा चिलक्कम्मा चूडू चूडू चूडू सीताम्मा बुज्जम्मा आदु आदु आदु ] - 2 बुज्जम्मा पूवम्मा तुलासम्मा कनकम्मा बुज्जम्मा पूवम्मा तुलासम्मा कनकम्मा चिन्नम्मा चिलक्कम्मा, चिन्नम्मा चिलक्कम्मा, बाप तिथिलि दबोचिलि मैंने, ज़िन्दगि खयल् तिथिलि दबोचिलि मैंने, ज़िन्दगि खयल् वरिष्ठ, मुत्ति आ ज़िन्दगि खयल् तेज़, हन्स्त चमन् शिकवेन् शिकयतोन् लक्ष्य, दामन् गवफ़ोन् [चिन्नम्मा चिलक्कम्मा, रा रा रा रा रा रा सीतम्म मूर्ख नहीं, र र र र र र ] -2 बुज्जम्मा पूवम्मा तुलासम्मा कनकम्मा बुज्जम्मा पूवम्मा तुलासम्मा कनकम्मा चिन्नम्मा चिलक्कम्मा, रा रा रा रा रा रा रा चिन्नम्मा चिलक्कम्मा, रा रा रा रा रा रा रा भले भले भले भले इस्तव भले भले भले भले इस्तव रब्बा रब्बा गलियन् उपाय, रन्गीन् रन्गीन् मेह्फ़िल् उपाय, रन्गीन् रन्गीन् रस्ते अफ़्साने उमीदेन् इसलिए, रन्गीन् रन्गीन् दीपक् अधिक, रन्गीन् रन्गीन् उमीदेन् दीपक् अधिक, उमीदेन् पर्वाने ज़िन्दगि खयल् तेज़, हन्स्त चमन् शिकवेन् शिकयतोन् लक्ष्य, दामन् गवफ़ोन् चिन्नम्मा चिलक्कम्मा, रा रा रा रा रा सीतम्म मूर्ख नहीं, र र र र र र बुज्जम्मा पूवम्मा तुलासम्मा कनकम्मा मैं माफी चाहता हूँ माफी चाहता हूँ कदमोन् अब, रन्गीन् रन्गीन् बान्ध्लि मैंने, रन्गीन् रन्गीन् माफ़ करें प्यासि आन्खोन्, रन्गीन् रन्गीन् भर् थका हुआ, रन्गीन् रन्गीन् क्वायिश् नज़्देइन् यादोन् ज़िन्दगि खयल् तेज़, हन्स्त चमन् शिकवेन् शिकयतोन् लक्ष्य, दामन् गवफ़ोन् तिथिलि दबोचिलि मैंने, ज़िन्दगि खयल् तिथिलि दबोचिलि मैंने, ज़िन्दगि खयल् वरिष्ठ, मुत्ति आ ज़िन्दगि खयल् तेज़, हन्स्त चमन् शिकवेन् शिकयतोन् लक्ष्य, दामन् गमोन् [चिन्नम्मा चिलक्कम्मा, रा रा रा रा रा रा सीतम्म मूर्ख नहीं, र र र र र र ] -2 बुज्जम्मा पूवम्मा तुलासम्मा कनकम्मा बुज्जम्मा पूवम्मा तुलासम्मा कनकम्मा चिन्नम्मा चिलक्कम्मा, रा रा रा रा रा रा रा चिन्नम्मा चिलक्कम्मा, रा रा रा रा रा रा रा रा रा रा रा रा रा रा रा रा रा रा रा रा रा रा रा",Energetic
AR Rahman,Kabhi Neem Neem,"नीम् नीम् शहद् शहद् नरम् नरम् सख्त् मोर पिय मोर पिय मोर पिय नज़्रोन् तीर् बस प्यर् चल दिल् पार् लज्ज मरे जिय बै रागि मन् सहेलि सीने क़ुऐद् जी प्रीत का प्यार बिलकुल सपने जैसा भ्रष्टाचार दुनिय हसि ""लज्जा"" शब्द का अर्थ है? आपका नाम है? मुख् चम्कये सोन्धि सोन्धि खुश्बू तुम सुंदर ज़ुल्फ़ोन् रैन फिर् चाये चान्द् सितरेन् कान का दर्द लज्ज मरे जिय",Romantic
AR Rahman,Maa Tujhe Salaam,"वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् यहाँ वहाँ सारा जहां लिया कहीं भी जैसा कोई नहीं ८० नहीं १०० दिन दुनिया घूमा नहीं कहीं जैसा कोई नहीं मैं गया जहाँ भी बस तेरी याद थी साथ थी मुझको तड़पाती रुलाती सबसे प्यारी तेरी सूरत प्यार है, बस तेरा प्यार ही माँ सलाम माँ सलाम अम्मा सलाम वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् जहाँ देखूँ वहाँ मैं, तेरा हूँ दीवाना मैं झूमूँ, नाचूँ, गाऊँ प्यार का तराना मैं चंदा नहीं, सूरज नहीं, दुनिया की दौलत नहीं बस लूटूँगा प्यार का खज़ाना इक नज़र जब तेरी होती प्यार की दुनिया तब मेरी चमके दमके महके तेरा चेहरा सूरज जैसा चाँद ठंड प्यार में वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् पास ही मैं आ हूँ अपनी बाँहें खोल ज़ोर मुझको गले लगा मुझको फिर प्यार ही जिंदगी ही मेरी मोहब्बत ही पैरों में जन्नत ही दिल, जान, अम्मा माँ सलाम माँ सलाम अम्मा सलाम माँ सलाम वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम् वंदे मातरम्",Devotional
AR Rahman,Kannukkul Kannai,"मैं एक अच्छा इंसान हूं. इल्लै इल्लै-येंद्रयेह.. मैं मूर्ख हूं, मैं मूर्ख हूं मैं तुम्हें अपना सारा प्यार भेज हूं.. मैं माफी चाहता हूँ माफी चाहता हूँ ""कट्ठी"" शब्द का अर्थ है? मैं पैक करने हूं मैं एक कनवुगल कंडेन हूं.. इनुम सात्त्रे अरागे वंथु मुत्तमुं थान्थैन.. इथानै नारंगुम कथल इल्लै स्नान का नाम है??!! मैं बच्चा हूँ, मैं बच्चा हूँ पिज़्ज़ा का नाम है??!! उन्हें प्रवेश की अनुमति नहीं है मैं अच्छा इंसान नहीं हूं.. उन्हें प्रवेश की अनुमति नहीं है मैं अच्छा इंसान नहीं हूं.. मैं एक अच्छा इंसान हूं. इल्लै इल्लै-येंद्रयेह.. कल्लम उंद्राई, उल्ले वैथु मैं तुम्हें अपना सारा प्यार भेजूंगा.. मैं माफी चाहता हूँ माफी चाहता हूँ ""कट्ठी"" शब्द का अर्थ है? मैं एक गरीब व्यक्ति हूं. मैं एक कनवुगल कंडेन हूं.. इनुम सात्त्रे अरागे वंथु मुत्तमुं थान्थैन.. नीयुम..नानुम.. ओरे..कुल्ले ओह..कोड.. नीयुम..नानुम.. वाह..अच्छा.. अन्तः..इदम्.. ओरे..वेदु.. सबसे महत्वपूर्ण बात खुश रहना है.. मैं हूँ, मैं दरवाजे तक जाऊँगा.. अगर आप खुश हैं, कृपया आकर मुझसे मिलें.. मैं हूँ, मैं दरवाजे तक जाऊँगा.. मैं आपको बहुत खुश हूं.. मैं एक अच्छा इंसान हूं. इल्लै इल्लै-येंद्रयेह.. मैं मूर्ख हूं, मैं मूर्ख हूं मैं तुम्हें अपना सारा प्यार भेजूंगा.. मैं माफी चाहता हूँ माफी चाहता हूँ ""कट्ठी"" शब्द का अर्थ है? मैं एक गरीब व्यक्ति हूं. मैं एक कनवुगल कंडेन हूं.. इनम सात्त्रे अरागे वंथु मुत्तमुं थान्थैन.. इथानै नारंगुम कथल इल्लै स्नान है? मैं बच्चा हूँ, मैं बच्चा हूँ शहर का नाम है? उन्हें प्रवेश की अनुमति नहीं है मैं अच्छा इंसान नहीं हूं.. उन्हें प्रवेश की अनुमति नहीं है मैं एक अच्छा इंसान नहीं हूँ..मैं एक अच्छा इंसान हूँ..",Romantic
AR Rahman,Tere Bina (From "Guru"),"दम-दरा, दम-दरा, मस्त-मस्त, दरा दम-दरा, दम-दरा, मस्त-मस्त, दरा दम-दरा, दम-दम ओ, हमदम, बिन जीना दम-दरा, दम-दरा, मस्त-मस्त, दरा दम-दरा, दम-दरा, मस्त-मस्त, दरा दम-दरा, दम-दम ओ, हमदम, बिन जीना बिना बेस्वादी-बेस्वादी रतियाँ, ओ, सजना बिना बेस्वादी-बेस्वादी रतियाँ, ओ, सजना, रूखी रे, रूखी रे, काटूँ रे, काटे कटे बिना बेस्वादी-बेस्वादी रतियाँ, ओ, सजना बिना बेस्वादी-बेस्वादी रतियाँ, ओ, सजना, दम-दरा, दम-दरा, मस्त-मस्त, दरा दम-दरा, दम-दरा, मस्त-मस्त, दरा दम-दरा, दम-दम ओ, हमदम, बिन जीना दम-दरा, दम-दरा, मस्त-मस्त, दरा दम-दरा, दम-दरा, मस्त-मस्त, दरा दम-दरा, दम-दम ओ, हमदम, बिन जीना ग ग सा सा सा सा सा सा प म ग ग सा सा ग ग म ग म प म ग सा सा सा सा नि सा सा नि धा प म ग प म ग ग ग म प धा प ग म ग सा प सा नि सा नि सा प म ग प प सा नि सा नि सा प म ग म प धा नि धा नि धा प ग म प ग म प चाकरी मारे, जा, सौतन पुकारे सावन आएगा पूछेगा, रेे फीकी-फीकी, बेस्वादी रतीयाँ, काटूँ रे, कटे ना, कटे अब बिना, सजना, सजना, काटे कटे कटे ना, कटे बिना बिना बेस्वादी-बेस्वादी रतियाँ, ओ, सजना, दम-दरा, दम-दरा, मस्त-मस्त, दरा दम-दरा, दम-दरा, मस्त-मस्त, दरा दम-दरा, दम-दम ओ, हमदम, बिन जीना बिना, बिना चाँद का सोना खोटा पीली-पीली धूल उड़ावे, झूठा बिना सोना पीतल, संग कीकर पीपल आजा, कटे रतियाँ दम-दरा, दम-दरा, मस्त-मस्त, दरा दम-दरा, दम-दरा, मस्त-मस्त, दरा दम-दरा, दम-दम ओ, हमदम, बिन जीना बिना बेस्वादी-बेस्वादी रतियाँ, ओ, सजना बिना बेस्वादी-बेस्वादी रतियाँ, ओ, सजना, रूखी रे, ओ, रूखी रे, काटूँ रे, काटे कटे दम-दरा, दम-दरा, मस्त-मस्त, दरा दम-दरा, दम-दरा, मस्त-मस्त, दरा दम-दरा, दम-दम ओ, हमदम, बिन जीना दम-दरा, दम-दरा, मस्त-मस्त, दरा दम-दरा, दम-दरा, मस्त-मस्त, दरा दम-दरा, दम-दम ओ, हमदम, बिन जीना",Romantic
AR Rahman,Varaaga nathi,"गायक: शन्कर् महदेवन् मैं बहुत अच्छा व्यक्ति हूं कनाथा उन उरुवम कन्नुक्कुल्ला इनिक्कुम 2 दुनिया में सबसे खूबसूरत चीज़ महीने का पहला दिन महीने का पहला दिन है मैं बहुत अच्छा व्यक्ति हूं कनाथा उन उरुवम कन्नुक्कुल्ला इनिक्कुम 2 बहुत बहुत धन्यवाद, धन्यवाद मैं बहुत थक गया हूं, नेन्जू बर्फ बर्फ बर्फ ओओओओए सोलु सोलु सोलु सोलुंगुथु सबसे सुंदर महिला पंजवर्णक्किली नी परांठा पिन्नालम अंजु वरनाम नेन्जिल इरुक्कु 2 परंथुवंथु म्म्म्म विरुंथु कोडु म्म्म्म मैं मूर्ख हूं, मैं मूर्ख हूं सावधान रहना होगा. भगवान, मैं तुम्हें देखकर बहुत खुश हूं मैं तुम्हें कुछ बताने हूं आपका बहुत-बहुत धन्यवाद मैं अच्छा इंसान नहीं हूँ, मैं अच्छा इंसान हूँ मैं बहुत खुश हूँ मम्म्म्म्म, प्यारे म्म्म्म्म् ओदम्बविट्टू उसिर मट्टुम थल्ली निक्का मैं एक थाई लड़की हूं दुनिया का दूसरा छोर सबसे सुन्दर है आपका बहुत-बहुत धन्यवाद आपका बहुत-बहुत धन्यवाद",Romantic
AR Rahman,Yeh Jo Des Hai Tera,"देस तेरा, स्वदेस तेरा, पुकारा बंधन कभी टूट नहीं सकता देस तेरा, स्वदेस तेरा, पुकारा बंधन कभी टूट नहीं सकता मिट्टी की ख़ुशबू, भूलाएगा? चाहे कहीं जाए, लौट आएगा नई-नई राहों में, दबी-दबी आहों में खोए-खोए दिल कोई कहेगा देस तेरा, स्वदेस तेरा, पुकारा बंधन कभी टूट नहीं सकता तुझसे ज़िंदगी रही, सब पा लिया, अब कमी? यूँ सुख हैं बरसे, पर दूर अपने घर आ, लौट चल अब दीवाने, जहाँ कोई अपना आवाज़ बुलाने वही देस देस तेरा, स्वदेस तेरा, पुकारा बंधन कभी टूट नहीं सकता पल वही, जिसमें छुपी पूरी एक सदी, सारी ज़िंदगी पूछ, रास्ते में काहे आए हैं इस तरह राहें ही राह सुझाए, ही अब बताए जाएँ किस दिशा में जाएँ वही देस देस तेरा, स्वदेस तेरा, पुकारा बंधन कभी टूट नहीं सकता",Happy
AR Rahman,Dola Dola,"इम्तिहन् प्यार् नतीज इम्तिहन् प्यार् नतीज... इम्तिहन् प्यार् नतीज इम्तिहन् प्यार् नतीज यकीन् दिल् नाम् कगज़् दिल् आखेइन् हार साची साची दिल्बर् तन् मन्न् उस स्थान का नाम है? डॉलर डॉलर डॉलर डॉलर मन्न् दोल दोल दोल डॉलर डॉलर डॉलर डॉलर मन्न् दोल दोल डॉलर... आआआआ गोरि गोरि कलयि तेरी चू लूं ज़रा चूदियून् धुन कोई छोड़ूं ज़रा गोरि गोरि कलयि तेरी चू लूं ज़रा चूदियून् धुन कोई छोड़ूं ज़रा पल् चुअ ज़र ज़र दिल् मज़ा ज़र रूप् शराब् आखोन् पि ते साचि शरब् जिंदगी यूं ही बीत रही थी सनम मिल्नेय् जीनेय् दम् इम्तिहन् प्यार् नतीज इम्तिहन् प्यार् नतीज डॉलर डॉलर डॉलर डॉलर मन्न् दोल दोल दोल डॉलर डॉलर डॉलर डॉलर मन्न् दोल दोल दोल रूप् तुम्से खिल खिल खुशिय तुम्से सिल्सिल रब् मान्गि दुअ दुअ दुअओन् सिल सिल अभ् प्यार् बर्सात् दिल् रात् चहेइन् हालत् प्यार् यूं ही अपनी मोहब्बत फूले फले कारवां यूं ही चला चले मम्म मम्म मम्म मम्म मम्म, आआ आआ इम्तिहन् प्यार् नतीज इम्तिहन् प्यार् नतीज डॉलर डॉलर डॉलर डॉलर मन्न् दोल दोल दोल डॉलर डॉलर डॉलर डॉलर मन्न् दोल दोल दोल इम्तिहन् प्यार् नतीज इम्तिहन् प्यार् नतीज डॉलर डॉलर डॉलर डॉलर मन्न् दोल दोल दोल डॉलर डॉलर डॉलर डॉलर मन्न् दोल दोल दोल",Energetic
AR Rahman,Raanjhanaa,"ओ, आजा-आजा दिल गाँव राहें कोई जागेगी फिर क़िस्मत सोने, जागेगी फिर क़िस्मत सोने थी अब तक सोई हुआ चारों ओर शहनाई शोर मेरी ओरे चल निकला चढ़े प्रेम लोर, ओ, दिल चोर मेरी भोर, अब मुख दिखला राँझना हुआ मैं तेरा, कौन बिन मेरा रौनकें तुम्हीं मेरी, कौन बिन मेरा तेरा चार-सू फेरा, कौन बिन मेरा ओ, कौन बिन मेरा हुआ चारों ओर शहनाई शोर मेरी ओरे अब चल निकला चढ़े प्रेम लोर, ओ, दिल चोर मेरी भोर, अब मुख दिखला तन थिरके-थिरके, बहके-बहके तेरा कहके-कहके ख़ुद दिल की बात, जाने क़ायनात दिल की ख़बर बस मुझको तन थिरके-थिरके, बहके-बहके तेरा कहके-कहके ख़ुद दिल की बात, जाने क़ायनात दिल की ख़बर बस मुझको आना, बातें प्यार की लाना आना, थोड़ा प्यार जताना राँझना हुआ मैं तेरा, कौन बिन मेरा ओ, कौन बिन मेरा रंग बिखरा-बिखरा, सब निखरा-निखरा जाएँ जिधर-जिधर नैना ख़ुद नाज़, हुआ पगला आज अपने ही बस हूँ मैं रंग बिखरा-बिखरा, सब निखरा-निखरा जाएँ जिधर-जिधर नैना ख़ुद नाज़, हुआ पगला आज अपने ही बस हूँ मैं आना, बस लेना आना, जाँ हँस लेना हुआ चारों ओर शहनाई शोर मेरी ओरे चल निकला चढ़े प्रेम लोर, ओ, दिल चोर मेरी भोर, अब मुख दिखला राँझना हुआ मैं तेरा, कौन बिन मेरा रौनकें तुम्हीं मेरी, कौन बिन मेरा तेरा चार-सू फेरा, ओ, कौन बिन मेरा हुआ चारों ओर शहनाई शोर मेरी ओरे चल निकला चढ़े प्रेम लोर, ओ, दिल चोर मेरी भोर, अब मुख दिखला",Romantic
